category,question,correct_letter,predicted,is_correct,response
high_school_world_history,"This question refers to the following information.
""I travelled thence to 'Aden, the port of Yemen, on the coast of the ocean. It is surrounded by mountains and can be approached from one side only; it has no crops, trees, or water, but has reservoirs in which rainwater is collected. The Arabs often cut off the inhabitants from their supply of drinking-water until the they buy them off with money and pieces of cloth. It is an exceedingly hot place. It is the port of the Indians, and to it come large vessels from Kinbayat [Cambay], Kawlam [Quilon], Calicut and many other Malabar ports [on the south-west coast of India]. There are Indian merchants living there, as well as Egyptian merchants. Its inhabitants are all either merchants, porters, or fishermen. Some of the merchants are immensely rich, so rich that sometimes a single merchant is sole owner of a large ship with all it contains, and this is a subject of ostentation and rivalry amongst them. In spite of that they are pious, humble, upright, and generous in character, treat strangers well, give liberally to devotees, and pay in full the tithes due to God.""
Ibn Battuta, ca. 1325–1354 C.E.
Which of the following led directly to the development of the economic system described in the journal?",B,D,False,D
world_religions, What can murtis be translated as?,D,A,False,A
world_religions, Naturalists who concentrated on natural elements and processes are associated with which of the following?,B,A,False,A
world_religions, When was the first Buddhist temple constructed in Japan?,D,A,False,A
world_religions, What is the name of the ten day New Year festival that celebrated Babylon's culture?,A,A,True,A
world_religions,Which of the following terms denote the Japanese art of flower arranging?,D,D,True,D
world_religions, Guru Nanak and his successors instructed the use of particular Sikh Ragas in order to promote which of the following?,A,B,False,B
world_religions," Guru Nanak used what term to denote the ""divine word"" as part of divine revelation?",A,A,True,A
world_religions,What is the mi'raj?,A,A,True,A
world_religions,"What is the name of the most famous dharmashastras, which probably dates from around the first century?",D,D,True,D
world_religions,"What does the term ""Qur'an"" literally mean?",C,C,True,C
world_religions, Mani referred to God by which of the following names?,B,A,False,A
world_religions," Which tradition is known to promote ""gradual enlightenment""?",D,C,False,C
world_religions,What is the communal meal offered at the place of worship called in Sikhism?,B,B,True,B
world_religions,To which tradition do the anti-Han rebel group known as the Celestial Masters belong?,B,B,True,B
world_religions,"What does the word ""Islam"" mean in Arabic?",B,B,True,B
world_religions,What does the term anatman mean?,D,D,True,D
world_religions, What genre of Sikh literature is denoted by the term janam-sakhis?,C,A,False,A
world_religions,Pure Land Buddhism belongs to which school?,C,C,True,C
world_religions, Which Jaina group only allows women to lead a life of semi-renunciation?,D,A,False,A
world_religions,What is the most important prayer in Judaism?,A,A,True,A
world_religions, The socio-political alliance between the kshatriyas and the shramanas was rooted in their shared opposition to which of the following?,A,A,True,A
world_religions, Which early battle led to the conversion of Mecca?,C,D,False,D
world_religions, What interior discipline must be adopted to achieve spiritual liberation within Sikhism?,A,A,True,A
world_religions," During Japan's occupation of Korea (1910-1945), which of the following was imposed upon the Koreans?",A,A,True,A
world_religions,"What is the meaning of the Punjabi word ""Sikh""?",A,A,True,A
human_sexuality,Which of the following methods of detecting breast cancer involves exposure to radiation?,B,B,True,B
human_sexuality,"The regions of the body that, when touched, are sexually exciting:",D,A,False,A
human_sexuality,Which of the following is/are true of gonorrhea?,A,A,True,A
human_sexuality,"You are a homosexual male: Last night, you were tempted by lusty, swarthy Jacques (the king of fraternity row) to join him at the local dairy bar for a tall cool glass of milk. You also briefly considered studying for this test, but Jacques won out. In Freudian terms, which of the following was dominant?",A,A,True,A
human_sexuality,Sociobiologists believe that there are more males than females with paraphilias because:,B,B,True,B
human_sexuality,"According to a study by Sprecher, Barbee, and Schwartz (1995), women were more likely than men to have ________ following their first act of intercourse.",C,A,False,A
human_sexuality,What is cocaine abuse during pregnancy related to?,D,D,True,D
human_sexuality,Joe wants desperately to get close to Helen. Helen appears to be put off by Joe's desperate advances. This is typical of Joe's relationships with women. According to attachment theory Joe would best be described as:,C,C,True,C
human_sexuality,Bruce is a homosexual man. His friend Chuck is a heterosexual man. If we could have observed Bruce and Chuck as children we might have expected which of the following?,A,A,True,A
human_sexuality,Judaism regards sexuality as,C,C,True,C
human_sexuality,Freud said that the penis first becomes the major focus of pleasure-seeking at:,C,C,True,C
human_sexuality,"What makes a relationships last, according to Sternberg?",B,B,True,B
human_sexuality,The position that abortion is murder is held by certain people in which religion?,D,A,False,A
human_sexuality,"Orders of monks and nuns found both in Eastern religions and in Christianity who affirm celibacy, virginity, and poverty follow the ethical system of:",B,B,True,B
human_sexuality,Ovaries and testes,D,D,True,D
human_sexuality,Simon LeVay studied the brains of heterosexuals and homosexuals. He found differences in:,C,C,True,C
human_sexuality,"Which of the following theories uses terms such as ""modelling"" and ""imitation"" to explain the effects of exposure to erotica on a person's behaviour?",D,D,True,D
human_sexuality,"________ men, on the average, begin engaging in sexual intercourse approximately two years later than ________ men do.",A,A,True,A
human_sexuality,"In the scientific community, women's capacity for multiple orgasms was originally discovered by:",A,A,True,A
human_sexuality,Which of the following characteristics are generally consistent with date rape?,C,C,True,C
human_sexuality,"According to John Money, __________ refers to a person's private internal sense of maleness or femaleness.",A,A,True,A
human_sexuality,The average male genital size is approximately,B,B,True,B
human_sexuality,People who cannot reach orgasm without touching a woman's shoe would certainly be considered sexually abnormal or deviant by which of the following definitions?,D,A,False,A
human_sexuality,"If a woman or man repeatedly experiences pain during intercourse, she will probably want to have intercourse infrequently or not all. In this situation, __________ would likely classify the pain as a punishment.",C,A,False,A
human_sexuality,"What seems to be the case when the folk saying ""opposites attract"" (i.e., dissimilar attitudes tend to cause liking) when it is considered in light of current research?",A,A,True,A
us_foreign_policy,What is the structure of the United Nations Security Council?,A,A,True,A
us_foreign_policy,What was the significance of the Gulf of Tonkin resolution?,A,A,True,A
us_foreign_policy,Which is not a nonstate actor that poses a threat to the United States?,D,D,True,D
us_foreign_policy,Who was the first American president to visit communist China?,A,A,True,A
us_foreign_policy,The Strategic Arms Reduction Treaty was the first accord,D,A,False,A
us_foreign_policy,What were the implications of the Cold War for American exceptionalism?,D,B,False,B
us_foreign_policy,Why did Franklin D. Roosevelt initially favour an 'isolationist' stance on the part of the US during the 1930s?,A,A,True,A
us_foreign_policy,What was the 'New Populism'?,A,A,True,A
us_foreign_policy,How did World War I shift economic power from Europe to the United States?,D,D,True,D
us_foreign_policy,"In American government, the power to declare war rests with",D,D,True,D
us_foreign_policy,How did the Cold War context shape US perceptions of the Third World?,B,A,False,A
us_foreign_policy,What was unique about the NATO intervention in Kosovo?,C,B,False,B
us_foreign_policy,"What, according to Systemic theories, is the primary determinant of a state's foreign policy?",B,A,False,A
us_foreign_policy,Why is there so much uncertainty over which states have nuclear weapons?,D,D,True,D
us_foreign_policy,"Within American politics, the power to accord official recognition to other countries belongs to",B,B,True,B
us_foreign_policy,What did the Moscow Treaty on Strategic Offensive Reductions do?,B,B,True,B
us_foreign_policy,What were the 'open-door notes'?,C,A,False,A
