category,question,correct_letter,predicted,is_correct,response
law,"A general contractor about to bid on a construction job for an office building invited a carpenter and several others to bid on the carpentry work. The carpenter agreed to bid if the general contractor would agree to give the carpenter the job provided that his bid was lowest and the general contractor was awarded the main contract. The general contractor so agreed. The carpenter, incurring time and expense in preparing his bid, submitted the lowest carpentry bid. The general contractor used the carpenter's bid in calculating its own bid, which was successful. Which of the following best supports the carpenter's position that the general contractor is obligated to position that the general contractor is obligated to award the carpentry subcontract to the carpenter?",I,A,False,A
law,"Congress has recently enacted a statute legalizing marijuana. The law, signed by the President, imposes a tax of $1 on each pack of marijuana cigarettes sold in the United States. In an inseverable portion of that same law, the entire proceeds of the tax are appropriated on a continuing basis for direct payments to an art museum. The public museum is dedicated to the collection of pictures, artifacts, weapons, and other historical memorabilia of past wars. Which of the following most clearly has standing to attack the constitutionality of this appropriation of the tax monies to the art museum?",I,A,False,A
law,"An uncle owns his property in fee simple. The uncle executes and delivers a deed to the property with the following granting clause:""To my nephew and my niece for the life of my nephew, then to my gardener. ""As a result of the grant, which of the following is the most accurate statement regarding the ownership rights of the property?",H,A,False,A
law,"A high school junior was charged by the school administration with violating certain sections of the disciplinary code, specifically, he was charged with being disrespectful to a teacher by using profanity and with using abusive language to a fellow student. The principal, sent the student's parents a letter notifying them of the three-day suspension for the above-mentioned charges. The suspension was to take effect on February 1. The principal also included a copy of the disciplinary code in the letter. On January 19, the student and his mother met with the principal in his office to discuss the matter, and the student admitted that he used abusive language to a fellow student. On January 22, the student's parents received a letter informing them that his teacher had upheld the school administration's decision to suspend their son. They were then notified of a hearing on the recommended suspension to be held at the school. The parents did not attend this hearing, but were advised that the school board upheld the suspension, effective February 1. Which of the following most accurately summarizes the applicable rule of constitutional law with respect to the student's suspension?",A,A,True,A
law,"Two cousins took title to real estate as joint tenants with the right of survivorship. The first cousin put up his interest in the joint tenancy as security for a $20,000 loan and signed a judgment note. It was later entered as a judgment against the first cousin's interest in the real estate. The first cousin died a year later. The second cousin decided to sell the property, but the mortgagee filed an action to prevent the sale and to enforce his interest in the property. The second cousin defended on the basis that any lien on the first cousin's interest in the property was extinguished on the first cousin's death. Will the court enforce the lien of the mortgagee against the sale of the property by the surviving second cousin?",D,B,False,B
law,"A teenage male was on trial on charges of illegally entering an owner's property and stealing a car. The witness can only confirm for the prosecution that a car was stolen, the model and type of car, and that it was missing from the property on a certain date. The defense asks witness ""isn't it possible that my client did not steal the car, that someone else did it, and that the police are lying about the charges against him? The prosecution objected to the question. Will the court likely sustain the objection?",C,A,False,A
law,"A man was charged with tax fraud. He wished to offer evidence, on his behalf, of his honesty while running for mayor. During his political campaign, he refused to lie about a psychiatric problem in his past, and his honesty cost him the election. The man was quoted as saying, ""If I lied, I'd be mayor today, but that's no way to win an election. ""The BEST argument of the objector to such evidence in the tax fraud case would be which of the following?",G,C,False,C
law,Which statement best explains the purpose of Hart's distinction between 'being obliged' and 'having an obligation'?,B,G,False,G
law,Maine's famous aphorism that 'the movement of progressive societies has hitherto been a movement from Status to Contract' is often misunderstood. In what way?,B,A,False,A
law,Maine's famous aphorism that 'the movement of progressive societies has hitherto been a movement from Status to Contract' is often misunderstood. In what way?,C,A,False,A
law,Which of the following purposes does the 'internal point of view' play in Hart's concept of law?,A,D,False,D
law,Which statement below best represents Durkheim's view of the function of punishment?,A,B,False,B
law,What is the major difference between naturalism and positivism?,A,C,False,C
law,What is the major difference between naturalism and positivism?,C,D,False,D
law,Was the use of armed force permitted prior to the United Nations Charter?,G,A,False,A
other,What was the significance of the Gulf of Tonkin resolution?,C,D,False,D
other,Which statement is true about focus group research?,C,A,False,A
other,"As the single-person public relations staff of a public transit agency, you are tasked with increasing the number of people who ride your buses each month. Your target audiences are lower-income individuals, college students, people with basic educations and people for whom English is a Second Language. When preparing to craft a primary message, what should you do first?",B,A,False,A
other,Newsletters generally fall in to which writing category?,G,A,False,A
other,"You seek the counsel of one of your peers who designed and implemented a communication program that resulted in the successful permitting of an automotive recycling center, despite strong opposition from community organizations. You have to design a program to win approval for a similar project proposed by your company. Your peer gives you a brief piece of advice that succinctly describes the foundation of his successful program. What is most likely your peer's advice for a successful communication program?",F,F,True,F
other,Which traditional news criterion would you expect to be most important in public relations messages distributed through the mass media?,E,A,False,A
other,"According to The Federalist Papers, federalism has which of the following effects on political factions?",F,B,False,B
other,"Interest groups representing businesspeople and investors are often among the most successful lobbying groups in Washington, D.C., for all of the following reasons EXCEPT",G,C,False,C
other,House members are more concerned about their committee assignments than are senators because,F,A,False,A
other,The majority of Supreme Court justices,B,D,False,D
other,Which of the following statements best characterizes cooperative federalism?,B,B,True,B
other,In what ways have governments responded to the threat of TNC post-Cold War?,D,D,True,D
other,In what ways does gender shape the conceptualization of nationhood and conflict?,F,A,False,A
other,Traditional approaches seek to explain why and how states have sought security. Which answer best describes the approach of traditional Security Studies?,D,A,False,A
other,Which of the following statements is not applicable to the Securitization process?,C,D,False,D
other,"According to Krause and Williams, what agenda would most likely attract scholars to the 'broad church' of security studies?",A,A,True,A
other,What external strategies do elites employ?,B,A,False,A
other,Which of the following is an important reason to advocate the process of desecuritization?,A,A,True,A
other,Are strategies of Arms Control and Deterrence useful in cyber-security?,D,C,False,C
other,Which of the following policies did the New Labour government not pursue?,A,B,False,B
other,The case of the former Soviet Union supports Kerr et al.'s (1960) claim that:,I,G,False,G
other,'Scientific' theories in the nineteenth century tried to explain race in naturalistic terms. Which of the following ideas was not considered?,D,A,False,"A, B, C, D, E, G, H, I, J"
other,The 'new racism' refers to:,A,A,True,A
other,"According to a study by Sprecher, Barbee, and Schwartz (1995), women were more likely than men to have ________ following their first act of intercourse.",H,B,False,B
other,"Over the past several decades, attitudes toward premarital sex have __________; attitudes toward extramarital sex have __________.",D,A,False,A
economics,Which of the following would be classified under C when calculating GDP?,G,C,False,C
economics,The aggregate demand curve is,A,C,False,C
economics,Which of the following is a tool used by the Fed to increase the money supply?,B,D,False,D
economics,If the world price of copper exceeds the domestic (U.S.) price of copper we would expect,I,B,False,B
economics,The natural rate of unemployment,A,A,True,A
economics,Which of the following would shift the aggregate demand curve to the right?,F,A,False,A
economics,Crowding out,B,A,False,A
economics,The GDP Deflator differs from the CPI in that the GDP Deflator,B,A,False,A
economics,Marginal revenue equals marginal cost at the point where,I,A,False,A
economics,"When the price of pears increases, we expect the following:",E,A,False,A
economics,Which of the following statements is true for a firm in a perfectly competitive industry?,A,A,True,A
economics,"When a firm is earning a normal profit from the production of a good, it is true that",D,A,False,A
economics,The market for Cincinnati Reds baseball tickets is currently in equilibrium. Which of the following events would most likely increase the consumer surplus received by Reds fans?,D,A,False,A
economics,Which of the following is an example of a long-run adjustment for the owners of a small café?,G,G,True,G
economics,"A student decides that, having already spent three hours studying for an exam, she should spend one more hour studying for the same exam. Which of the following is most likely true?",C,A,False,A
economics,What could the government do to most effectively avoid a free rider problem?,A,A,True,A
economics,"Which of the following statements are true concerning information criteria?

(i) Adjusted R-squared is an information criterion

(ii) If the residual sum of squares falls when an additional term is added, the value of the information criterion will fall

(iii) Akaike's information criterion always leads to model orders that are at least as large as those of Schwarz's information criterion

(iv) Akaike's information criterion is consistent",E,D,False,D
economics,"The purpose of ""augmenting"" the Dickey-Fuller test regression is to",H,D,False,D
economics,Which one of the following criticisms of the Dickey-Fuller/Engle-Granger approach to dealing with cointegrated variables is overcome by the Engle-Yoo (EY) procedure?,D,B,False,B
economics,"Which of the following statements are true concerning the autocorrelation function (acf) and partial autocorrelation function (pacf)?

i) The acf and pacf will always be identical at lag one whatever the model

ii) The pacf for an MA(q) model will in general be non-zero beyond lag q

iii) The pacf for an AR(p) model will be zero beyond lag p

iv) The acf and pacf will be the same at lag two for an MA(1) model",A,A,True,A
economics,Why do economists make seasonal adjustmentsin economic data before trying to isolate long-term trends?,D,D,True,D
economics,Distinguish between the transfer earnings of a piece of land andeconomic rent on a piece of land.,C,C,True,C
economics,"The circular flow model of pure capitalism does not include an entire set of transactions which normally occur in a ""real-life"" economy. What set does it leave out?",C,C,True,C
economics,"Why are the industrial producing capital goods and consumer durables typically hit hardest by a recession, insofar as production and employment are concerned?",A,A,True,A
economics,"""Allowing the prices of goods to rise in periods when none of the good is being produced is immoral, because the higher prices do not induce a larger output. They merely give unwarranted profits to those who are lucky enough to own the goods. Either prices should be prevented from rising or the government should take over ownership in order to prevent unjust enrichment quotas.""Do you agree withthis analysis ?If so, why?If not, why not?",A,A,True,A
business,"Typical advertising regulatory bodies suggest, for example that adverts must not: encourage _________, cause unnecessary ________ or _____, and must not cause _______ offence.",I,F,False,F
business,"Managers are entrusted to run the company in the best interest of ________. Specifically, they have a duty to act for the benefit of the company, as well as a duty of ________ and of _______.",F,A,False,A
business,"There are two main issues associated with _____ sizing. _______ is a key issue as due to the information policy of the corporation it can be argued that employees have a right to know if they are being made redundant. _______ is a second issue, particularly the ________ package that employees receive when laid off.",J,A,False,A
business,_______ locate morality beyond the sphere of rationality in an emotional 'moral impulse' towards others.,C,H,False,H
business," Some of key differences between Islamic finance and conventional finance include - prohibition of charging and paying _______, prohibition on ______ and ______ transactions, prohibition of sinful investment and requirement for all financial products to be backed by __________.",G,A,False,A
business, Which of the following are the three broad groups of organizational characteristics segmentation criteria?,A,C,False,C
business," Pine and Gilmore (1999) derive four distinct realms of experience, based on two dimensions. What are these dimensions?",D,D,True,D
business," Which type of research methods are designed to elicit responses to predetermined, standardized questions from many respondents?",J,G,False,G
business,"Where the price is set low relative to the competition to gain market share, this strategy is known as:",E,E,True,E
business,"Once a train pulls out of a station, or an aeroplane takes off or a film starts, those seats are lost and can never be sold. This is referred to as:",F,F,True,F
business,"A marketing research firm contracts with clients to conduct a complete marketing research project from data collection, analysis, and reporting. It is a__________ firm.",E,E,True,E
business,The six dimensions usually considered to constitute the external marketing environment include all of the following except:,G,C,False,C
business,What is the term for the 'rule of thumb' type of bias in decision making?,J,B,False,B
business,As what is ensuring that one individual does not carry the burden of a whole work task referred to?,D,A,False,A
business,What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,F,A,False,A) Social Learning
business,How does lateral communication in an organisation occur?,J,J,True,J
business,"The stock of the CCC Corporation is currently valued at $12 and is assumed to possess all the properties of geometric Brownian motion. It has an expected annual return of 15%, an annual volatility of 20%, and the annual risk-free is 10%. Using a binomial lattice, determine the price of a call option on CCC stock maturing in 10 monthes time with a strike price of $14 (Let the distance between nodes on your tree be 1 month in length).",F,D,False,D
business,"George is seen to place an even-money $100,000 bet on the Bulls to win the NBA Finals. If George has a logarithmic utility-of-wealth function and if his current wealth is $1,000,000, what must he believe is the minimum probability that the Bulls will win?",A,A,True,A
business,"Boy Alcott and Jon Buxton are partners in a steel company. They share the net income in proportion to their average investments. On January 1, Alcott invested $4,000 and Buxton invested $5,000. On May 1, Alcott invested an additional $2,000 and Buxton invested $1,750. On September 1, Alcott withdrew $500. On November 1, each partner invested an additional $2,000. The net profit for the year was $8,736. Find each partner's share of the profit.",B,H,False,H
business,"TheAlforsCompany had a beginning inventory of $30,000, Jan 1, 1974. During the year, purchases amounted to $87,500, net sales to $102,000. Assuming that the gross profit rate is 40% of the net sales, what is the ending inventory using the gross profit method of inventory evaluation?",D,A,False,A
business,"(a) Given the two discount series of 30-10-2(1/2) % and 25-15-2%, which is better? (b) Given the discount series 15-15% and the single rate of 30%, which is better?",J,A,False,A
business,"On July 7, Magee Data stock sold at a high of 23(1/8) and a low of 22(5/8). Giant Industrials sold for a high of 24(1/4) and a low of 23(1/2). Mr. Taylor purchased 300 shares of Magee Data at the high of the day and 400 shares of Giant Industrials at the low of the day. What was the cost of his purchase?",I,C,False,C
business,"During a riot, Mr. Winter's car was overturned causing $346.50 in damage.Mr. Winter had $50-deductible col-lision insurance, but no comprehensive coverage. How much will theinsurance company pay Mr. Winter?",E,A,False,A
business,"Janet Firestone purchased an option on a stock for $175 giving her the right to buy 100 shares at 14(1/2) within 90 days. One month later, she exercised her option and then sold the stock on the same day for 17. What was her profit on the stock?",H,B,False,B
business,"Margaret Denault recently rented a truck to drive 516 miles in days and 17 hours, using 54 gallons of gasoline. The rental company charged her $32 per day, $.22 per mile, and $.445 per gal-lon of gas. Extra hours were charged $2.75 per hour. Find the total cost of the rental.",J,A,False,A
math,Statement 1 | A ring homomorphism is one to one if and only if the kernel is {0}. Statement 2 | Q is an ideal in R.,H,A,False,A
math,Statement 1 | R is a splitting field of some polynomial over Q. Statement 2 | There is a field with 60 elements.,H,A,False,A
math,"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",C,A,False,A
math,Statement 1 | Every permutation is a cycle. Statement 2 | Every cycle is a permutation.,H,D,False,D
math,Find all c in Z_3 such that Z_3[x]/(x^3 + x^2 + c) is a field.,B,A,False,A
math,Statement 1 | Every group of order 159 is cyclic. Statement 2 | Every group of order 102 has a nontrivial proper normal subgroup.,D,C,False,C
math,"A subset H of a group (G,*) is a group if",J,F,False,F
math,Statement 1 | There exists a free abelian group of every positive integer rank. Statement 2 | A finitely generated abelian group is free abelian if its Betti number equals the number of elements in some generating set.,J,A,False,A
math,Statement 1 | The external direct product of cyclic groups is cyclic. Statement 2 | The external direct product of D_3 and D_4 is isomorphic to D_12.,I,E,False,E
math,Statement 1 | Every nonzero free abelian group has an infinite number of bases. Statement 2 | Every free abelian group of rank at least 2 has an infinite number of bases.,G,G,True,G
math,Which of the following is a binomial random variable?,A,B,False,B
math,"A publisher used standard boxes for shipping books. The mean weight of books packed per box is 25 pounds, with a standard deviation of two pounds. The mean weight of the boxes is one pound, with a standard deviation of 0.15 pounds. The mean weight of the packing material used per box is two pounds, with a standard deviation of 0.25 pounds. What is the standard deviation of the weights of the packed boxes?",H,D,False,D
math,"Biologists around the world have increased efforts at conservation. Monitoring wildlife populations is important so that appropriate management efforts can be implemented, but such monitoring is often difficult. One study found a cheap and easy way to estimate the number of nesting sites of terns (a type of seabird) by monitoring the number of calls heard per minute. More calls happen when there are more birds, as one would expect. In fact, it turned out that the number of calls explained 71% of the variation in the abundance of nests between breeding sites. Which of the following statements is correct about the correlation between the number of calls and the abundance of nests?",E,D,False,D
math,"Two dice are rolled simultaneously. If both dice show 6, then the player wins $20; otherwise the player loses the game. It costs $2.00 to play the game. What is the expected gain or loss per game?",A,A,True,A
math,"A company with offices in five different countries is interested in estimating the proportion of its employees in favor of banning smoking on the office premises. It is known that the views of people from different countries on issues like smoking tend to vary due to the influence of different local social structures. Which of the following is an appropriate sampling technique to use in this situation, and why?",F,F,True,F
math,"A random sample of 25 men and a separate random sample of 25 women are selected to answer questions about attitudes toward abortion. The answers were categorized as ""pro-life"" or ""pro-choice."" Which of the following is the proper null hypothesis for this situation?",A,A,True,A
math,"The number of customers served per day by a large department store is normally distributed, with a mean of 3,250 customers and a standard deviation of 320. Find the range of customers served on the middle 50 percent of days.",B,B,True,B
math,"Suppose that 54% of the graduates from your high school go on to 4-year colleges, 20% go on to 2-year colleges, 19% find employment, and the remaining 7% search for a job. If a randomly selected student is not going on to a 2-year college, what is the probability she will be going on to a 4-year college?",F,B,False,B
math,"Given the probabilities P(A) = 0.3 and P(B) = 0.2, what is the probability of the union P(A ∪ B) if A and B are mutually exclusive? If A and B are independent? If B is a subset of A?",D,C,False,C
math,"Self-efficacy (the belief that one has control over one's situation) as it related to job satisfaction was studied. When a group of teachers rated their ability to control their situation and their satisfaction with their job, the two variables had a correlation of 0.30. Which statement follows from this correlation?",J,I,False,I
math,Find the number that makes the statement true: 0.32 g = _ cg.,D,C,False,C
math,A salad dressing is made by combining 2 parts vinegar with 5 parts oil. How many ounces of oil should be mixed with 9 ounces of vinegar?,B,B,True,B
math,"A model of a park was built on a scale of 1.5 centimeters to 50 meters. If the distance between two trees in the park is 150 meters, what is this distance on the model?",F,A,False,A
math,What number multiplied by 4 equals 36?,F,B,False,B
math,Which ratio can form a proportion with 6 over 9?,B,B,True,B
philosophy,Select the best translation into predicate logic. David teaches Chris. (c: Chris; d: David; Txy: x teaches y),A,A,True,A
philosophy," Construct a complete truth table for the following pairs of propositions. Then, using the truth tables, determine whether the statements are logically equivalent or contradictory. If neither, determine whether they are consistent or inconsistent. Justify your answers.
(~M ⊃ ~N) ∨ (O ≡ N) and (~M · N) · [(~O ∨ ~N) · (O ∨ N)]",D,E,False,E
philosophy," Which of the following propositions is an immediate (one-step) consequence in PL of the given premises?
U ⊃ W
W ⊃ (X ≡ ~Y)
(X ≡ ~Y) ⊃ Z
~Z",I,A,False,A
philosophy,Select the best translation into predicate logic. Holly loves Frances. (f: Frances; h: Holly; Lxy: x loves y),A,A,True,A
philosophy,Select the best translation into predicate logic. Earth isn't bigger than Jupiter. (e: Earth; j: Jupiter; Bxy: x is bigger than y),E,A,False,A
philosophy, Select the best translation into predicate logic. All birds live in some nest. (Bx: x is a bird; Nx: x is a nest; Lxy: x lives in y),I,A,False,A
philosophy," Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
L ⊃ [(M ∨ ~N) ⊃ O]
(N ⊃ O) ⊃ (~P ⊃ Q)
R ⊃ ~Q / L ⊃ (R ⊃ P)",D,C,False,C
philosophy,"Identify the conclusion of the following argument. Remember to remove any conclusion indicators. It is wrong for society to kill a murderer. This follows for the reason that if a murderer is wrong in killing his victim, then society is also wrong in killing the murderer. And a murderer is wrong in killing his victim.",J,G,False,G
philosophy," According to Reiman, van den Haag's argument leads to the conclusion that",D,A,False,A
philosophy, Ashford's article is meant to address a particular paralysis in the face of,H,D,False,D
philosophy," According to Reiman, van den Haag's arguments in favor of the death penalty",D,H,False,H
philosophy," What is Pence's main objective in his article ""Will Cloning Harm People?""",G,A,False,A
philosophy," If a global ban would not be effective in prohibiting genetic engineering that goes beyond eliminating obvious defects, then Singer suggests which ""bolder"" strategy?",B,F,False,F
philosophy, Collins suggests that the moral value of caring actions comes from,D,B,False,B
philosophy," The most common form of cosmopolitanism is _____ cosmopolitanism, according to which those in a position to do so have an obligation to assist those in need because of poverty and to promote basic human rights.",E,B,False,B
philosophy," The principle Arthur calls ""the greater moral evil rule""says that",D,B,False,B
philosophy, Ross claims that the essential defect of utilitarianism is that it ignores,I,A,False,A
philosophy, Christopher Heath Wellman defends the position that,A,A,True,A
philosophy," According to Kant, an imperative that represents an action as a necessary means to something that is willed is what kind of imperative?",D,A,False,A
philosophy, Baron cites a summary of Ali Soufan's Senate testimony to suggest that,C,C,True,C
philosophy," According to Jaina traditions, who were the caityavasis?",G,D,False,D
philosophy,"When did the Babylonian captivity of ""Exile"" begin?",G,G,True,G
philosophy,"The ""Flower Sermon"" is associated with which form of Buddhism?",D,B,False,B
philosophy,Another name for hasty conclusion is,D,D,True,D
philosophy,The fallacy of reprehensible personality is a specific type of,A,B,False,B
computer science,A method is to be written to search an array for a value that is larger than a given item and return its index. The problem specification does not indicate what should be returned if there are several such values in the array. Which of the following actions would be best?,B,D,False,D
computer science,"In the program below, y is a positive integer (e.g. l, 2, 3, ...).
 result ← 0
 REPEAT 3 TIMES {
 REPEAT y TIMES {
 result ← result + 1
 }
 }",A,A,True,A
computer science,Which of the following has the greatest potential for compromising a user's personal privacy?,A,D,False,D
computer science,Which of the following is NOT a property of bitmap graphics?,F,C,False,C
computer science,"Two expressions E and F are said to be unifiable if there are substitutions for the variables of E and F that make the expressions lexically identical. In the following three expressions, only w, x, y, and z are variables.
I. f(w,w)
II. f(x,1)
III. f(y,g(z))
Which pairs of these expressions is (are) pairs of unifiable expressions?",C,B,False,B
computer science,"A particular disk unit uses a bit string to record the occupancy or vacancy of its tracks, with O denoting vacant and 1 denoting occupied. A 32-bit segment of this string has the hexadecimal value D4FE2003. The percentage of occupied tracks for the corresponding part of the disk, to the nearest percent, is",G,A,False,A
computer science,"Array A contains 256 elements of 4 bytes each. Its first element is stored at physical address 4,096.
Array B contains 512 elements of 4 bytes each. Its first element is stored at physical address 8,192.
Assume that only arrays A and B can be cached in an initially empty, physically addressed, physically tagged, direct-mapped, 2K-byte cache with an 8-byte block size. The following loop is then executed.
for (i = 0; i < 256; i++)
        A[i] = A[i] + B[2*i];
During the execution of the loop, how many bytes will be written to memory if the cache has a write-through policy?",A,A,True,A
computer science,"What is the rank of the following matrix? A = [[1, 1, 1], [1, 1, 1], [1, 1, 1]]",D,A,False,A
computer science,"If N is the number of instances in the training dataset, nearest neighbors has a classification run time of",D,C,False,C
computer science,"Statement 1| RELUs are not monotonic, but sigmoids are monotonic. Statement 2| Neural networks trained with gradient descent with high probability converge to the global optimum.",J,A,False,A
computer science,"Statement 1| The Stanford Sentiment Treebank contained movie reviews, not book reviews. Statement 2| The Penn Treebank has been used for language modeling.",A,A,True,A
computer science,Which is true about Batch Normalization?,F,A,False,A
computer science,Which among them has the strongest wireless security?,H,A,False,A
computer science,"Encryption and decryption provide secrecy, or condentiality, but not",B,E,False,E
computer science,Encapsulating Security Payload (ESP) belongs to which Internet Security Protocol?,B,E,False,E
computer science,The bandwidth of an analog signal is 4kHz. An A/D converter is used to convert the signal from analog to digital. What is the minimum sampling rate for eliminating the aliasing problem? (in kHz),E,A,False,A
computer science,How many trees are there on 5 unlabeled vertices?,A,B,False,B
computer science,"Let a undirected graph G with edges E = {<0,2>, <2,4>, <3,4>, <1,4>}, which <A,B> represent Node A is connected to Node B. What is the minimum vertex cover of G if 0 is one of vertex cover? Represent the vertex cover in a list of ascending order.",D,B,False,B
computer science,Roughly how many bits are required on the average to describe to 3 digit accuracy the decay time (in years) of a radium atom if the half-life of radium is 80 years? Note that half-life is the median of the distribution.,I,B,False,B
computer science,"Maximize the entropy $H(X)$ of a non-negative integer-valued random variable $X$, taking values from 0 to infinity, subject to the constraint $E(X)=1$. Use base 2 logarithm to evaluate $H(X)$.",B,B,True,B
